id,domain,rendering,judge,plain_first,raw,winner
economics-05,economics,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
economics-01,economics,headers,claude-sonnet-5,False,B,plain
health-03,health,table,claude-sonnet-5,False,B,plain
science-01,science,padded,claude-sonnet-5,True,A,plain
health-01,health,padded,claude-sonnet-5,True,A,plain
history-03,history,emoji,claude-haiku-4-5-20251001,False,A,variant
everyday-03,everyday,bullets,claude-sonnet-5,False,B,plain
health-01,health,bullets,claude-opus-5,False,TIE,tie
science-04,science,padded,claude-haiku-4-5-20251001,True,A,plain
economics-01,economics,markdown_max,claude-opus-5,True,A,plain
tech-00,tech,bullets,claude-haiku-4-5-20251001,False,A,variant
science-05,science,numbered,claude-haiku-4-5-20251001,True,B,variant
history-04,history,numbered,claude-sonnet-5,True,A,plain
tech-04,tech,emoji,claude-sonnet-5,True,A,plain
tech-03,tech,markdown_max,claude-haiku-4-5-20251001,True,A,plain
science-01,science,table,claude-sonnet-5,False,B,plain
tech-04,tech,bullets,claude-sonnet-5,True,B,variant
economics-02,economics,emoji,claude-sonnet-5,False,B,plain
science-02,science,headers,claude-sonnet-5,False,B,plain
history-00,history,numbered,claude-haiku-4-5-20251001,False,A,variant
health-01,health,plain_vs_plain,claude-opus-5,False,TIE,tie
science-00,science,padded,claude-haiku-4-5-20251001,False,B,plain
everyday-05,everyday,numbered,claude-sonnet-5,False,B,plain
history-05,history,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
science-04,science,emoji,claude-haiku-4-5-20251001,False,B,plain
everyday-03,everyday,table,claude-haiku-4-5-20251001,False,A,variant
history-01,history,numbered,claude-opus-5,True,B,variant
everyday-02,everyday,numbered,claude-haiku-4-5-20251001,False,A,variant
economics-05,economics,bullets,claude-opus-5,False,TIE,tie
history-05,history,bullets,claude-sonnet-5,True,B,variant
everyday-02,everyday,markdown_max,claude-haiku-4-5-20251001,True,B,variant
science-02,science,markdown_max,claude-opus-5,True,A,plain
economics-00,economics,markdown_max,claude-haiku-4-5-20251001,True,A,plain
economics-05,economics,bullets,claude-sonnet-5,True,B,variant
economics-05,economics,plain_vs_plain,claude-opus-5,False,TIE,tie
history-05,history,table,claude-sonnet-5,False,B,plain
health-03,health,markdown_max,claude-opus-5,True,A,plain
everyday-04,everyday,bold_terms,claude-sonnet-5,False,A,variant
economics-04,economics,headers,claude-opus-5,False,A,variant
health-04,health,bullets,claude-haiku-4-5-20251001,True,B,variant
everyday-05,everyday,headers,claude-haiku-4-5-20251001,False,A,variant
economics-02,economics,bullets,claude-opus-5,False,TIE,tie
economics-01,economics,bullets,claude-haiku-4-5-20251001,False,A,variant
health-02,health,markdown_max,claude-haiku-4-5-20251001,False,A,variant
tech-03,tech,markdown_max,claude-sonnet-5,False,B,plain
economics-05,economics,bold_terms,claude-sonnet-5,True,B,variant
health-02,health,markdown_max,claude-opus-5,True,A,plain
tech-03,tech,emoji,claude-opus-5,True,A,plain
tech-00,tech,numbered,claude-sonnet-5,True,TIE,tie
tech-01,tech,numbered,claude-sonnet-5,False,B,plain
economics-00,economics,headers,claude-opus-5,False,TIE,tie
everyday-01,everyday,headers,claude-opus-5,True,B,variant
history-05,history,emoji,claude-sonnet-5,True,B,variant
science-04,science,numbered,claude-haiku-4-5-20251001,False,A,variant
everyday-00,everyday,emoji,claude-sonnet-5,False,B,plain
science-03,science,padded,claude-sonnet-5,False,B,plain
science-01,science,emoji,claude-opus-5,False,B,plain
economics-03,economics,table,claude-sonnet-5,False,B,plain
health-04,health,markdown_max,claude-haiku-4-5-20251001,False,A,variant
everyday-01,everyday,table,claude-haiku-4-5-20251001,False,A,variant
tech-01,tech,headers,claude-haiku-4-5-20251001,False,A,variant
history-02,history,bullets,claude-opus-5,False,B,plain
everyday-00,everyday,emoji,claude-haiku-4-5-20251001,True,B,variant
everyday-03,everyday,numbered,claude-haiku-4-5-20251001,True,B,variant
everyday-04,everyday,headers,claude-opus-5,False,A,variant
health-02,health,headers,claude-sonnet-5,True,B,variant
tech-02,tech,table,claude-sonnet-5,True,B,variant
health-03,health,emoji,claude-sonnet-5,True,B,variant
science-00,science,table,claude-opus-5,True,B,variant
health-04,health,numbered,claude-sonnet-5,False,B,plain
history-05,history,bold_terms,claude-haiku-4-5-20251001,False,B,plain
tech-02,tech,numbered,claude-haiku-4-5-20251001,False,A,variant
everyday-05,everyday,markdown_max,claude-sonnet-5,False,B,plain
history-05,history,markdown_max,claude-opus-5,False,B,plain
tech-03,tech,bold_terms,claude-sonnet-5,False,B,plain
economics-05,economics,headers,claude-haiku-4-5-20251001,False,A,variant
history-05,history,bold_terms,claude-sonnet-5,True,B,variant
economics-05,economics,emoji,claude-haiku-4-5-20251001,True,A,plain
health-02,health,padded,claude-opus-5,True,A,plain
tech-05,tech,table,claude-sonnet-5,False,B,plain
science-04,science,markdown_max,claude-haiku-4-5-20251001,False,A,variant
science-02,science,plain_vs_plain,claude-haiku-4-5-20251001,False,TIE,tie
everyday-04,everyday,numbered,claude-opus-5,True,TIE,tie
science-04,science,bold_terms,claude-haiku-4-5-20251001,True,A,plain
history-02,history,table,claude-opus-5,True,B,variant
tech-05,tech,padded,claude-haiku-4-5-20251001,True,A,plain
everyday-04,everyday,markdown_max,claude-haiku-4-5-20251001,False,A,variant
health-04,health,numbered,claude-haiku-4-5-20251001,False,A,variant
economics-04,economics,bold_terms,claude-sonnet-5,True,B,variant
everyday-03,everyday,emoji,claude-opus-5,False,B,plain
health-05,health,emoji,claude-haiku-4-5-20251001,True,A,plain
everyday-04,everyday,padded,claude-haiku-4-5-20251001,False,B,plain
tech-01,tech,markdown_max,claude-opus-5,False,B,plain
history-01,history,bold_terms,claude-haiku-4-5-20251001,True,A,plain
science-01,science,emoji,claude-sonnet-5,False,A,variant
history-01,history,table,claude-haiku-4-5-20251001,False,A,variant
science-03,science,headers,claude-haiku-4-5-20251001,True,B,variant
health-03,health,bullets,claude-opus-5,False,TIE,tie
science-02,science,numbered,claude-opus-5,False,A,variant
science-01,science,numbered,claude-sonnet-5,True,B,variant
science-03,science,plain_vs_plain,claude-opus-5,False,TIE,tie
history-01,history,padded,claude-sonnet-5,False,B,plain
health-00,health,plain_vs_plain,claude-haiku-4-5-20251001,False,TIE,tie
history-02,history,headers,claude-sonnet-5,True,B,variant
science-01,science,bullets,claude-sonnet-5,True,B,variant
science-03,science,table,claude-haiku-4-5-20251001,False,A,variant
everyday-04,everyday,emoji,claude-opus-5,False,TIE,tie
history-03,history,bold_terms,claude-haiku-4-5-20251001,True,B,variant
history-03,history,markdown_max,claude-opus-5,True,A,plain
everyday-05,everyday,bullets,claude-sonnet-5,False,B,plain
history-05,history,table,claude-opus-5,True,B,variant
economics-03,economics,markdown_max,claude-sonnet-5,False,A,variant
economics-01,economics,bold_terms,claude-sonnet-5,False,B,plain
tech-04,tech,table,claude-sonnet-5,True,B,variant
health-03,health,padded,claude-haiku-4-5-20251001,False,B,plain
history-03,history,plain_vs_plain,claude-sonnet-5,True,TIE,tie
economics-02,economics,bullets,claude-sonnet-5,True,B,variant
history-04,history,bullets,claude-opus-5,False,B,plain
economics-04,economics,plain_vs_plain,claude-opus-5,False,TIE,tie
health-00,health,headers,claude-haiku-4-5-20251001,True,B,variant
science-03,science,plain_vs_plain,claude-sonnet-5,False,A,variant
science-02,science,bullets,claude-opus-5,False,TIE,tie
health-01,health,numbered,claude-opus-5,True,B,variant
science-04,science,bold_terms,claude-opus-5,False,TIE,tie
history-00,history,numbered,claude-sonnet-5,True,B,variant
science-03,science,plain_vs_plain,claude-haiku-4-5-20251001,False,TIE,tie
economics-04,economics,bold_terms,claude-opus-5,False,B,plain
everyday-05,everyday,padded,claude-sonnet-5,False,B,plain
economics-05,economics,headers,claude-opus-5,True,A,plain
tech-00,tech,table,claude-haiku-4-5-20251001,False,A,variant
economics-05,economics,markdown_max,claude-opus-5,True,A,plain
health-05,health,plain_vs_plain,claude-opus-5,True,TIE,tie
tech-00,tech,padded,claude-sonnet-5,True,A,plain
everyday-04,everyday,markdown_max,claude-opus-5,False,A,variant
economics-00,economics,markdown_max,claude-sonnet-5,True,B,variant
science-01,science,headers,claude-opus-5,True,B,variant
science-01,science,emoji,claude-haiku-4-5-20251001,True,A,plain
history-02,history,bullets,claude-haiku-4-5-20251001,False,A,variant
history-03,history,headers,claude-sonnet-5,True,B,variant
economics-04,economics,padded,claude-sonnet-5,True,A,plain
science-04,science,markdown_max,claude-opus-5,False,B,plain
everyday-03,everyday,padded,claude-sonnet-5,False,B,plain
science-01,science,bold_terms,claude-sonnet-5,True,B,variant
science-04,science,bullets,claude-opus-5,True,B,variant
everyday-05,everyday,headers,claude-sonnet-5,True,B,variant
everyday-01,everyday,headers,claude-haiku-4-5-20251001,False,A,variant
history-01,history,bullets,claude-haiku-4-5-20251001,True,B,variant
history-00,history,bold_terms,claude-opus-5,True,A,plain
health-04,health,padded,claude-sonnet-5,True,B,variant
science-02,science,bold_terms,claude-haiku-4-5-20251001,True,A,plain
health-05,health,numbered,claude-haiku-4-5-20251001,False,A,variant
everyday-00,everyday,headers,claude-opus-5,False,A,variant
science-04,science,numbered,claude-opus-5,True,TIE,tie
history-05,history,bullets,claude-haiku-4-5-20251001,False,A,variant
science-01,science,plain_vs_plain,claude-opus-5,False,TIE,tie
tech-05,tech,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
tech-02,tech,plain_vs_plain,claude-sonnet-5,True,TIE,tie
tech-03,tech,table,claude-haiku-4-5-20251001,False,A,variant
science-05,science,bold_terms,claude-sonnet-5,True,B,variant
tech-02,tech,plain_vs_plain,claude-opus-5,False,TIE,tie
health-01,health,headers,claude-haiku-4-5-20251001,False,A,variant
science-05,science,padded,claude-haiku-4-5-20251001,False,B,plain
economics-05,economics,numbered,claude-sonnet-5,True,B,variant
science-01,science,padded,claude-haiku-4-5-20251001,True,A,plain
history-03,history,padded,claude-haiku-4-5-20251001,False,B,plain
economics-00,economics,table,claude-haiku-4-5-20251001,True,B,variant
economics-00,economics,emoji,claude-opus-5,True,A,plain
economics-04,economics,padded,claude-haiku-4-5-20251001,True,A,plain
health-01,health,table,claude-opus-5,True,B,variant
science-02,science,emoji,claude-opus-5,True,A,plain
economics-05,economics,padded,claude-opus-5,False,B,plain
history-01,history,markdown_max,claude-opus-5,False,B,plain
health-02,health,padded,claude-sonnet-5,True,B,variant
science-04,science,bold_terms,claude-sonnet-5,False,B,plain
science-05,science,bullets,claude-haiku-4-5-20251001,True,B,variant
history-01,history,padded,claude-haiku-4-5-20251001,False,B,plain
history-03,history,numbered,claude-opus-5,False,TIE,tie
science-04,science,headers,claude-sonnet-5,True,B,variant
health-03,health,table,claude-haiku-4-5-20251001,False,A,variant
health-01,health,plain_vs_plain,claude-haiku-4-5-20251001,False,TIE,tie
economics-04,economics,emoji,claude-sonnet-5,True,B,variant
tech-00,tech,table,claude-opus-5,True,A,plain
tech-00,tech,plain_vs_plain,claude-opus-5,True,TIE,tie
health-00,health,bullets,claude-haiku-4-5-20251001,False,A,variant
health-05,health,padded,claude-haiku-4-5-20251001,False,B,plain
everyday-05,everyday,bold_terms,claude-opus-5,False,B,plain
everyday-03,everyday,plain_vs_plain,claude-opus-5,False,TIE,tie
history-05,history,headers,claude-opus-5,True,A,plain
everyday-00,everyday,bold_terms,claude-sonnet-5,False,B,plain
history-05,history,numbered,claude-haiku-4-5-20251001,False,A,variant
tech-00,tech,markdown_max,claude-haiku-4-5-20251001,True,A,plain
science-00,science,bullets,claude-opus-5,False,TIE,tie
health-01,health,numbered,claude-sonnet-5,True,B,variant
everyday-02,everyday,markdown_max,claude-sonnet-5,False,B,plain
economics-04,economics,table,claude-haiku-4-5-20251001,True,B,variant
economics-03,economics,bullets,claude-haiku-4-5-20251001,False,A,variant
health-00,health,emoji,claude-haiku-4-5-20251001,False,A,variant
health-02,health,table,claude-opus-5,True,TIE,tie
economics-00,economics,plain_vs_plain,claude-sonnet-5,False,TIE,tie
health-04,health,emoji,claude-sonnet-5,False,B,plain
science-05,science,markdown_max,claude-opus-5,True,A,plain
science-00,science,numbered,claude-haiku-4-5-20251001,False,A,variant
tech-01,tech,markdown_max,claude-haiku-4-5-20251001,True,B,variant
everyday-00,everyday,emoji,claude-opus-5,True,A,plain
tech-01,tech,table,claude-opus-5,True,A,plain
everyday-05,everyday,emoji,claude-sonnet-5,True,B,variant
health-01,health,numbered,claude-haiku-4-5-20251001,True,B,variant
health-02,health,bold_terms,claude-opus-5,True,TIE,tie
tech-02,tech,headers,claude-opus-5,True,A,plain
history-00,history,plain_vs_plain,claude-haiku-4-5-20251001,False,TIE,tie
everyday-01,everyday,emoji,claude-sonnet-5,True,B,variant
everyday-01,everyday,numbered,claude-opus-5,True,TIE,tie
everyday-04,everyday,padded,claude-sonnet-5,True,B,variant
everyday-01,everyday,plain_vs_plain,claude-sonnet-5,True,TIE,tie
science-04,science,padded,claude-sonnet-5,False,B,plain
tech-01,tech,headers,claude-opus-5,True,A,plain
tech-03,tech,emoji,claude-sonnet-5,True,B,variant
everyday-05,everyday,padded,claude-opus-5,False,B,plain
tech-04,tech,bold_terms,claude-sonnet-5,True,A,plain
economics-01,economics,plain_vs_plain,claude-sonnet-5,True,A,plain
economics-01,economics,plain_vs_plain,claude-haiku-4-5-20251001,False,TIE,tie
health-01,health,markdown_max,claude-haiku-4-5-20251001,False,A,variant
science-00,science,markdown_max,claude-opus-5,True,A,plain
history-04,history,plain_vs_plain,claude-sonnet-5,False,TIE,tie
tech-01,tech,bold_terms,claude-opus-5,False,B,plain
tech-02,tech,bold_terms,claude-sonnet-5,True,B,variant
health-04,health,table,claude-sonnet-5,True,B,variant
tech-03,tech,plain_vs_plain,claude-haiku-4-5-20251001,False,TIE,tie
tech-01,tech,headers,claude-sonnet-5,True,B,variant
science-05,science,numbered,claude-opus-5,True,B,variant
health-01,health,markdown_max,claude-sonnet-5,True,A,plain
health-00,health,bullets,claude-opus-5,False,B,plain
everyday-00,everyday,table,claude-sonnet-5,True,B,variant
science-01,science,plain_vs_plain,claude-sonnet-5,True,TIE,tie
science-02,science,table,claude-haiku-4-5-20251001,True,B,variant
science-02,science,bullets,claude-haiku-4-5-20251001,False,A,variant
history-04,history,padded,claude-opus-5,True,A,plain
everyday-01,everyday,table,claude-sonnet-5,False,B,plain
tech-00,tech,headers,claude-opus-5,True,TIE,tie
everyday-01,everyday,padded,claude-opus-5,True,A,plain
science-01,science,bold_terms,claude-haiku-4-5-20251001,False,A,variant
tech-03,tech,padded,claude-opus-5,False,B,plain
economics-03,economics,table,claude-opus-5,False,A,variant
health-00,health,headers,claude-sonnet-5,False,A,variant
tech-05,tech,numbered,claude-haiku-4-5-20251001,False,A,variant
history-01,history,numbered,claude-haiku-4-5-20251001,True,A,plain
economics-01,economics,plain_vs_plain,claude-opus-5,False,TIE,tie
science-02,science,bold_terms,claude-sonnet-5,False,B,plain
economics-05,economics,bold_terms,claude-opus-5,True,TIE,tie
history-03,history,bullets,claude-opus-5,True,B,variant
science-02,science,plain_vs_plain,claude-opus-5,True,TIE,tie
history-03,history,table,claude-sonnet-5,True,B,variant
history-00,history,markdown_max,claude-sonnet-5,False,B,plain
science-01,science,bold_terms,claude-opus-5,False,B,plain
tech-00,tech,bullets,claude-opus-5,False,B,plain
health-02,health,numbered,claude-opus-5,True,B,variant
science-00,science,bullets,claude-sonnet-5,False,B,plain
tech-04,tech,plain_vs_plain,claude-sonnet-5,False,A,variant
history-02,history,numbered,claude-opus-5,True,B,variant
history-02,history,bold_terms,claude-sonnet-5,True,B,variant
history-04,history,numbered,claude-haiku-4-5-20251001,True,B,variant
economics-03,economics,numbered,claude-opus-5,False,TIE,tie
tech-05,tech,emoji,claude-sonnet-5,True,A,plain
science-00,science,headers,claude-opus-5,True,A,plain
science-00,science,bullets,claude-haiku-4-5-20251001,False,A,variant
everyday-05,everyday,markdown_max,claude-opus-5,False,B,plain
science-00,science,table,claude-sonnet-5,False,B,plain
economics-04,economics,headers,claude-sonnet-5,False,B,plain
economics-04,economics,bold_terms,claude-haiku-4-5-20251001,True,A,plain
history-05,history,plain_vs_plain,claude-opus-5,False,TIE,tie
health-03,health,headers,claude-haiku-4-5-20251001,True,B,variant
science-04,science,emoji,claude-sonnet-5,True,B,variant
history-00,history,markdown_max,claude-haiku-4-5-20251001,True,A,plain
tech-03,tech,bold_terms,claude-opus-5,False,TIE,tie
health-04,health,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
economics-05,economics,bold_terms,claude-haiku-4-5-20251001,False,TIE,tie
everyday-02,everyday,numbered,claude-sonnet-5,True,B,variant
health-03,health,headers,claude-sonnet-5,False,B,plain
tech-01,tech,emoji,claude-haiku-4-5-20251001,False,A,variant
economics-02,economics,markdown_max,claude-opus-5,False,B,plain
economics-00,economics,padded,claude-haiku-4-5-20251001,False,B,plain
science-05,science,numbered,claude-sonnet-5,True,A,plain
everyday-01,everyday,emoji,claude-opus-5,False,B,plain
economics-03,economics,emoji,claude-sonnet-5,False,B,plain
science-02,science,headers,claude-opus-5,False,A,variant
health-05,health,headers,claude-sonnet-5,True,B,variant
science-03,science,table,claude-sonnet-5,True,B,variant
economics-00,economics,plain_vs_plain,claude-opus-5,False,TIE,tie
economics-03,economics,emoji,claude-haiku-4-5-20251001,True,A,plain
economics-01,economics,padded,claude-haiku-4-5-20251001,False,B,plain
science-04,science,emoji,claude-opus-5,True,A,plain
history-01,history,markdown_max,claude-haiku-4-5-20251001,True,A,plain
economics-04,economics,bullets,claude-sonnet-5,False,B,plain
tech-00,tech,bullets,claude-sonnet-5,False,B,plain
everyday-04,everyday,markdown_max,claude-sonnet-5,True,B,variant
tech-01,tech,padded,claude-opus-5,True,A,plain
economics-02,economics,table,claude-haiku-4-5-20251001,False,A,variant
tech-01,tech,numbered,claude-opus-5,False,TIE,tie
history-04,history,markdown_max,claude-haiku-4-5-20251001,False,A,variant
everyday-03,everyday,bullets,claude-haiku-4-5-20251001,False,A,variant
health-00,health,plain_vs_plain,claude-sonnet-5,False,A,variant
science-00,science,numbered,claude-sonnet-5,True,A,plain
economics-03,economics,padded,claude-sonnet-5,True,B,variant
everyday-02,everyday,padded,claude-sonnet-5,False,B,plain
everyday-03,everyday,bullets,claude-opus-5,True,B,variant
history-00,history,bullets,claude-haiku-4-5-20251001,True,B,variant
everyday-02,everyday,emoji,claude-haiku-4-5-20251001,True,A,plain
science-03,science,bullets,claude-haiku-4-5-20251001,True,B,variant
history-03,history,headers,claude-haiku-4-5-20251001,False,A,variant
history-01,history,table,claude-sonnet-5,True,B,variant
economics-02,economics,plain_vs_plain,claude-sonnet-5,True,A,plain
health-04,health,plain_vs_plain,claude-sonnet-5,True,A,plain
health-01,health,bold_terms,claude-haiku-4-5-20251001,False,A,variant
health-00,health,emoji,claude-sonnet-5,False,B,plain
science-05,science,headers,claude-haiku-4-5-20251001,True,B,variant
science-01,science,table,claude-haiku-4-5-20251001,True,B,variant
health-02,health,bullets,claude-haiku-4-5-20251001,True,B,variant
economics-04,economics,markdown_max,claude-haiku-4-5-20251001,True,A,plain
everyday-00,everyday,plain_vs_plain,claude-haiku-4-5-20251001,False,TIE,tie
history-04,history,padded,claude-haiku-4-5-20251001,True,A,plain
science-05,science,bullets,claude-opus-5,False,B,plain
everyday-02,everyday,plain_vs_plain,claude-opus-5,True,TIE,tie
science-02,science,numbered,claude-sonnet-5,True,B,variant
history-04,history,headers,claude-opus-5,False,B,plain
economics-05,economics,table,claude-haiku-4-5-20251001,False,A,variant
economics-00,economics,bullets,claude-sonnet-5,False,B,plain
tech-04,tech,markdown_max,claude-opus-5,False,B,plain
tech-03,tech,padded,claude-haiku-4-5-20251001,False,B,plain
tech-00,tech,padded,claude-opus-5,True,A,plain
science-04,science,headers,claude-opus-5,True,B,variant
science-00,science,headers,claude-sonnet-5,False,B,plain
economics-00,economics,table,claude-opus-5,False,TIE,tie
tech-02,tech,emoji,claude-sonnet-5,False,B,plain
health-00,health,padded,claude-haiku-4-5-20251001,False,B,plain
tech-02,tech,emoji,claude-opus-5,False,B,plain
health-05,health,table,claude-sonnet-5,True,B,variant
tech-00,tech,markdown_max,claude-opus-5,False,B,plain
economics-03,economics,bullets,claude-opus-5,False,TIE,tie
history-05,history,padded,claude-opus-5,True,A,plain
tech-02,tech,markdown_max,claude-haiku-4-5-20251001,False,A,variant
everyday-02,everyday,headers,claude-haiku-4-5-20251001,True,B,variant
health-01,health,padded,claude-opus-5,False,B,plain
everyday-01,everyday,bold_terms,claude-sonnet-5,True,B,variant
everyday-03,everyday,markdown_max,claude-haiku-4-5-20251001,True,A,plain
health-02,health,emoji,claude-opus-5,False,B,plain
tech-04,tech,bold_terms,claude-opus-5,True,TIE,tie
science-02,science,emoji,claude-haiku-4-5-20251001,True,A,plain
everyday-04,everyday,numbered,claude-haiku-4-5-20251001,True,B,variant
economics-05,economics,bullets,claude-haiku-4-5-20251001,False,A,variant
tech-04,tech,table,claude-haiku-4-5-20251001,True,B,variant
science-02,science,emoji,claude-sonnet-5,True,B,variant
everyday-03,everyday,numbered,claude-opus-5,True,B,variant
history-04,history,table,claude-opus-5,True,TIE,tie
tech-00,tech,numbered,claude-haiku-4-5-20251001,True,A,plain
economics-03,economics,plain_vs_plain,claude-sonnet-5,True,A,plain
history-01,history,bold_terms,claude-sonnet-5,False,B,plain
everyday-02,everyday,emoji,claude-sonnet-5,False,B,plain
everyday-03,everyday,plain_vs_plain,claude-haiku-4-5-20251001,True,TIE,tie
tech-03,tech,headers,claude-sonnet-5,True,B,variant
health-04,health,plain_vs_plain,claude-opus-5,True,TIE,tie
economics-04,economics,padded,claude-opus-5,True,A,plain
history-02,history,table,claude-haiku-4-5-20251001,False,A,variant
health-05,health,bullets,claude-opus-5,True,B,variant
tech-02,tech,numbered,claude-sonnet-5,False,B,plain
history-05,history,plain_vs_plain,claude-sonnet-5,True,TIE,tie
science-00,science,markdown_max,claude-sonnet-5,False,B,plain
economics-04,economics,headers,claude-haiku-4-5-20251001,False,A,variant
science-05,science,bullets,claude-sonnet-5,True,TIE,tie
tech-00,tech,headers,claude-sonnet-5,True,B,variant
everyday-01,everyday,table,claude-opus-5,True,B,variant
everyday-05,everyday,table,claude-sonnet-5,False,B,plain
economics-00,economics,emoji,claude-haiku-4-5-20251001,False,A,variant
everyday-01,everyday,bullets,claude-sonnet-5,False,B,plain
history-02,history,plain_vs_plain,claude-sonnet-5,False,A,variant
everyday-02,everyday,bold_terms,claude-haiku-4-5-20251001,True,B,variant
health-03,health,bullets,claude-sonnet-5,True,B,variant
tech-04,tech,emoji,claude-opus-5,True,A,plain
everyday-04,everyday,padded,claude-opus-5,False,B,plain
health-01,health,emoji,claude-sonnet-5,True,B,variant
science-03,science,padded,claude-opus-5,True,A,plain
health-00,health,table,claude-haiku-4-5-20251001,False,A,variant
tech-05,tech,markdown_max,claude-haiku-4-5-20251001,True,B,variant
health-02,health,bold_terms,claude-sonnet-5,False,TIE,tie
health-03,health,markdown_max,claude-sonnet-5,False,B,plain
economics-02,economics,numbered,claude-haiku-4-5-20251001,False,A,variant
economics-02,economics,table,claude-opus-5,True,A,plain
health-01,health,bullets,claude-haiku-4-5-20251001,True,B,variant
health-02,health,headers,claude-haiku-4-5-20251001,True,B,variant
everyday-05,everyday,padded,claude-haiku-4-5-20251001,False,B,plain
tech-04,tech,numbered,claude-opus-5,True,TIE,tie
economics-03,economics,table,claude-haiku-4-5-20251001,True,B,variant
economics-02,economics,bold_terms,claude-sonnet-5,True,B,variant
everyday-05,everyday,numbered,claude-haiku-4-5-20251001,False,A,variant
history-00,history,numbered,claude-opus-5,False,B,plain
science-03,science,padded,claude-haiku-4-5-20251001,True,A,plain
history-03,history,table,claude-opus-5,False,TIE,tie
science-04,science,table,claude-haiku-4-5-20251001,True,A,plain
everyday-01,everyday,numbered,claude-sonnet-5,True,B,variant
health-02,health,headers,claude-opus-5,False,A,variant
everyday-00,everyday,padded,claude-opus-5,True,A,plain
history-03,history,numbered,claude-sonnet-5,True,B,variant
history-01,history,plain_vs_plain,claude-opus-5,False,TIE,tie
health-05,health,padded,claude-sonnet-5,True,B,variant
science-03,science,markdown_max,claude-sonnet-5,True,B,variant
science-03,science,bullets,claude-sonnet-5,False,B,plain
health-04,health,padded,claude-haiku-4-5-20251001,True,A,plain
economics-02,economics,padded,claude-sonnet-5,False,B,plain
health-01,health,headers,claude-opus-5,True,A,plain
economics-01,economics,table,claude-sonnet-5,False,B,plain
everyday-03,everyday,padded,claude-haiku-4-5-20251001,False,B,plain
science-00,science,table,claude-haiku-4-5-20251001,False,A,variant
economics-05,economics,markdown_max,claude-haiku-4-5-20251001,True,A,plain
everyday-00,everyday,padded,claude-haiku-4-5-20251001,False,B,plain
health-04,health,markdown_max,claude-sonnet-5,True,B,variant
tech-00,tech,numbered,claude-opus-5,False,TIE,tie
history-05,history,numbered,claude-sonnet-5,False,B,plain
science-01,science,headers,claude-haiku-4-5-20251001,True,A,plain
history-04,history,numbered,claude-opus-5,False,B,plain
history-05,history,markdown_max,claude-haiku-4-5-20251001,True,A,plain
science-05,science,plain_vs_plain,claude-haiku-4-5-20251001,False,TIE,tie
tech-04,tech,padded,claude-opus-5,False,B,plain
everyday-05,everyday,plain_vs_plain,claude-opus-5,True,TIE,tie
health-03,health,bold_terms,claude-haiku-4-5-20251001,False,A,variant
everyday-01,everyday,plain_vs_plain,claude-opus-5,False,TIE,tie
science-00,science,markdown_max,claude-haiku-4-5-20251001,False,A,variant
science-01,science,padded,claude-opus-5,True,A,plain
tech-05,tech,headers,claude-sonnet-5,False,B,plain
science-03,science,emoji,claude-opus-5,False,B,plain
economics-03,economics,plain_vs_plain,claude-haiku-4-5-20251001,False,TIE,tie
tech-03,tech,numbered,claude-opus-5,False,TIE,tie
health-05,health,bold_terms,claude-opus-5,True,B,variant
health-02,health,table,claude-sonnet-5,True,B,variant
tech-00,tech,emoji,claude-sonnet-5,True,B,variant
history-00,history,bullets,claude-opus-5,True,B,variant
tech-03,tech,headers,claude-haiku-4-5-20251001,True,A,plain
tech-05,tech,headers,claude-opus-5,False,A,variant
everyday-01,everyday,markdown_max,claude-sonnet-5,True,B,variant
everyday-05,everyday,bullets,claude-haiku-4-5-20251001,False,A,variant
history-04,history,markdown_max,claude-opus-5,False,B,plain
everyday-05,everyday,bold_terms,claude-haiku-4-5-20251001,False,A,variant
tech-05,tech,padded,claude-opus-5,False,B,plain
health-05,health,table,claude-opus-5,True,A,plain
everyday-04,everyday,bullets,claude-haiku-4-5-20251001,True,B,variant
science-02,science,bullets,claude-sonnet-5,False,B,plain
health-01,health,emoji,claude-opus-5,True,A,plain
science-00,science,emoji,claude-sonnet-5,True,B,variant
tech-01,tech,emoji,claude-opus-5,False,B,plain
science-05,science,table,claude-opus-5,False,B,plain
economics-02,economics,numbered,claude-sonnet-5,True,B,variant
science-03,science,headers,claude-sonnet-5,False,B,plain
economics-02,economics,headers,claude-sonnet-5,False,A,variant
health-03,health,plain_vs_plain,claude-opus-5,False,TIE,tie
science-02,science,markdown_max,claude-haiku-4-5-20251001,True,A,plain
economics-03,economics,markdown_max,claude-opus-5,False,B,plain
everyday-02,everyday,bullets,claude-opus-5,True,B,variant
tech-01,tech,bullets,claude-opus-5,True,TIE,tie
health-00,health,numbered,claude-opus-5,True,TIE,tie
history-04,history,bullets,claude-haiku-4-5-20251001,False,A,variant
science-04,science,plain_vs_plain,claude-sonnet-5,True,TIE,tie
economics-03,economics,padded,claude-opus-5,True,A,plain
tech-00,tech,emoji,claude-haiku-4-5-20251001,False,A,variant
health-01,health,emoji,claude-haiku-4-5-20251001,False,A,variant
history-00,history,padded,claude-sonnet-5,True,A,plain
science-03,science,numbered,claude-opus-5,False,TIE,tie
